Block_Number,Block_Label,Block_Duration_Minutes,Trial_Number,Sequence_Number,Trial_In_Sequence,Contrast,Delay,DiameterX,DiameterY,Duration,Orientation,Spatial_Frequency,Temporal_Frequency,X,Y,Phase,Trial_Type,Block_Type
2,Sequence long block (no oddball),26,4031,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4032,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4033,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4034,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4035,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4036,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4037,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4038,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4039,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4040,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4041,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4042,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4043,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4044,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4045,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4046,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4047,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4048,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4049,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4050,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4051,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4052,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4053,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4054,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4055,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4056,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4057,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4058,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4059,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4060,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4061,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4062,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4063,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4064,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4065,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4066,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4067,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4068,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4069,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4070,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4071,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4072,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4073,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4074,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4075,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4076,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4077,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4078,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4079,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4080,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4081,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4082,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4083,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4084,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4085,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4086,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4087,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4088,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4089,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4090,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4091,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4092,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4093,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4094,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4095,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4096,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4097,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4098,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4099,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4100,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4101,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4102,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4103,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4104,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4105,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4106,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4107,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4108,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4109,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4110,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4111,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4112,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4113,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4114,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4115,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4116,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4117,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4118,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4119,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4120,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4121,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4122,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4123,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4124,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4125,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4126,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4127,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4128,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4129,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4130,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4131,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4132,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4133,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4134,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4135,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4136,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4137,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4138,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4139,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4140,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4141,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4142,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4143,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4144,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4145,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4146,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4147,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4148,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4149,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4150,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4151,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4152,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4153,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4154,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4155,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4156,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4157,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4158,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4159,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4160,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4161,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4162,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4163,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4164,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4165,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4166,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4167,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4168,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4169,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4170,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4171,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4172,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4173,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4174,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4175,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4176,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4177,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4178,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4179,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4180,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4181,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4182,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4183,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4184,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4185,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4186,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4187,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4188,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4189,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4190,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4191,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4192,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4193,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4194,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4195,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4196,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4197,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4198,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4199,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4200,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4201,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4202,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4203,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4204,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4205,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4206,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4207,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4208,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4209,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4210,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4211,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4212,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4213,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4214,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4215,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4216,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4217,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4218,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4219,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4220,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4221,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4222,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4223,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4224,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4225,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4226,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4227,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4228,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4229,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4230,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4231,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4232,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4233,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4234,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4235,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4236,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4237,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4238,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4239,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4240,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4241,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4242,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4243,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4244,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4245,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4246,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4247,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4248,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4249,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4250,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4251,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4252,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4253,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4254,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4255,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4256,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4257,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4258,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4259,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4260,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4261,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4262,0,0,1,0,360,360,0.25,0,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4263,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4264,0,0,0,0,360,360,0.25,0,0.04,2,0,0,0,sequence_omission,sequential_long
2,Sequence long block (no oddball),26,4265,0,0,1,0,360,360,0.25,90,0.04,2,0,0,0,standard,sequential_long
2,Sequence long block (no oddball),26,4266,0,0,1,0,360,360,0.25,45,0.04,2,0,0,0,standard,sequential_long
