subject,session,dmd,roi,context,n_events,seconds,rate_hz,quality_class
794237,sub-794237_ses-20250403T103830,1,42,Oddball deviant,22,5.584807092795188,3.9392587128715006,Intermediate
794237,sub-794237_ses-20250403T103830,1,42,Oddball standard,290,232.07198390257963,1.249612275998544,Intermediate
794237,sub-794237_ses-20250403T103830,1,42,RF mapping,218,210.2377380885809,1.0369213538063684,Intermediate
794237,sub-794237_ses-20250403T103830,1,43,Blank,1,1.999930919532744,0.5000172707133484,Intermediate
794237,sub-794237_ses-20250403T103830,1,43,Control (random ori),264,59.88293155810919,4.408601802398731,Intermediate
794237,sub-794237_ses-20250403T103830,1,43,Inter-stimulus,1263,1440.36024790208,0.8768639663859027,Intermediate
794237,sub-794237_ses-20250403T103830,1,43,Oddball deviant,31,5.584807092795188,5.550773640864387,Intermediate
794237,sub-794237_ses-20250403T103830,1,43,Oddball standard,254,232.07198390257963,1.0944879934607936,Intermediate
794237,sub-794237_ses-20250403T103830,1,43,RF mapping,319,210.2377380885809,1.5173298709368417,Intermediate
794237,sub-794237_ses-20250403T103830,1,44,Blank,3,1.999930919532744,1.5000518121400452,Low SNR
794237,sub-794237_ses-20250403T103830,1,44,Control (random ori),78,59.88293155810919,1.3025414416178067,Low SNR
794237,sub-794237_ses-20250403T103830,1,44,Inter-stimulus,1801,1440.36024790208,1.2503816337775224,Low SNR
794237,sub-794237_ses-20250403T103830,1,44,Oddball deviant,14,5.584807092795188,2.506800999100046,Low SNR
794237,sub-794237_ses-20250403T103830,1,44,Oddball standard,235,232.07198390257963,1.0126168443436476,Low SNR
794237,sub-794237_ses-20250403T103830,1,44,RF mapping,307,210.2377380885809,1.4602516312777756,Low SNR
794237,sub-794237_ses-20250403T103830,1,45,Control (random ori),77,59.88293155810919,1.2858421923662964,Low SNR
794237,sub-794237_ses-20250403T103830,1,45,Inter-stimulus,744,1440.36024790208,0.5165374433817194,Low SNR
794237,sub-794237_ses-20250403T103830,1,45,Oddball deviant,6,5.584807092795188,1.074343285328591,Low SNR
794237,sub-794237_ses-20250403T103830,1,45,Oddball standard,304,232.07198390257963,1.309938385874336,Low SNR
794237,sub-794237_ses-20250403T103830,1,45,RF mapping,121,210.2377380885809,0.5755389165622503,Low SNR
794237,sub-794237_ses-20250403T103830,1,46,Blank,2,1.999930919532744,1.000034541426697,Low SNR
794237,sub-794237_ses-20250403T103830,1,46,Control (random ori),79,59.88293155810919,1.319240690869317,Low SNR
794237,sub-794237_ses-20250403T103830,1,46,Inter-stimulus,1189,1440.36024790208,0.8254879303506241,Low SNR
794237,sub-794237_ses-20250403T103830,1,46,Oddball deviant,12,5.584807092795188,2.148686570657182,Low SNR
794237,sub-794237_ses-20250403T103830,1,46,Oddball standard,334,232.07198390257963,1.439208621322461,Low SNR
794237,sub-794237_ses-20250403T103830,1,46,RF mapping,234,210.2377380885809,1.1130256733517898,Low SNR
794237,sub-794237_ses-20250403T103830,1,47,Blank,2,1.999930919532744,1.000034541426697,Intermediate
794237,sub-794237_ses-20250403T103830,1,47,Control (random ori),228,59.88293155810919,3.8074288293443583,Intermediate
794237,sub-794237_ses-20250403T103830,1,47,Inter-stimulus,1381,1440.2052532558162,0.9588911003331136,Intermediate
794237,sub-794237_ses-20250403T103830,1,47,Oddball deviant,9,5.584807092795188,1.6115149279928866,Intermediate
794237,sub-794237_ses-20250403T103830,1,47,Oddball standard,738,232.07198390257963,3.1800477920238808,Intermediate
794237,sub-794237_ses-20250403T103830,1,47,RF mapping,257,210.2377380885809,1.2224256326983334,Intermediate
794237,sub-794237_ses-20250403T103830,1,48,Control (random ori),130,59.88293155810919,2.1709024026963446,Low SNR
794237,sub-794237_ses-20250403T103830,1,48,Inter-stimulus,1489,1440.36024790208,1.0337691575206722,Low SNR
794237,sub-794237_ses-20250403T103830,1,48,Oddball deviant,8,5.584807092795188,1.4324577137714547,Low SNR
794237,sub-794237_ses-20250403T103830,1,48,Oddball standard,525,232.07198390257963,2.262229120342192,Low SNR
794237,sub-794237_ses-20250403T103830,1,48,RF mapping,185,210.2377380885809,0.8799561947439365,Low SNR
794237,sub-794237_ses-20250403T103830,1,49,Blank,2,1.999930919532744,1.000034541426697,Low SNR
794237,sub-794237_ses-20250403T103830,1,49,Control (random ori),134,59.88293155810919,2.237699399702386,Low SNR
794237,sub-794237_ses-20250403T103830,1,49,Inter-stimulus,1334,1440.2302523923104,0.9262407853078662,Low SNR
794237,sub-794237_ses-20250403T103830,1,49,Oddball deviant,21,5.584807092795188,3.7602014986500687,Low SNR
794237,sub-794237_ses-20250403T103830,1,49,Oddball standard,219,232.07198390257963,0.9436727187713144,Low SNR
794237,sub-794237_ses-20250403T103830,1,49,RF mapping,273,210.2377380885809,1.2985299522437548,Low SNR
794237,sub-794237_ses-20250403T103830,1,50,Blank,3,1.999930919532744,1.5000518121400452,Low SNR
794237,sub-794237_ses-20250403T103830,1,50,Control (random ori),97,59.88293155810919,1.6198271773965032,Low SNR
794237,sub-794237_ses-20250403T103830,1,50,Inter-stimulus,1434,1440.36024790208,0.99558426587283,Low SNR
794237,sub-794237_ses-20250403T103830,1,50,Oddball deviant,10,5.584807092795188,1.7905721422143184,Low SNR
794237,sub-794237_ses-20250403T103830,1,50,Oddball standard,316,232.07198390257963,1.361646480053586,Low SNR
794237,sub-794237_ses-20250403T103830,1,50,RF mapping,238,210.2377380885809,1.132051753238145,Low SNR
794237,sub-794237_ses-20250403T103830,1,51,Blank,1,1.999930919532744,0.5000172707133484,Intermediate
794237,sub-794237_ses-20250403T103830,1,51,Control (random ori),179,59.88293155810919,2.9891656160203515,Intermediate
794237,sub-794237_ses-20250403T103830,1,51,Inter-stimulus,2323,1440.3452484201837,1.61280776435229,Intermediate
794237,sub-794237_ses-20250403T103830,1,51,Oddball deviant,25,5.584807092795188,4.476430355535796,Intermediate
794237,sub-794237_ses-20250403T103830,1,51,Oddball standard,341,232.07198390257963,1.4693716762603568,Intermediate
794237,sub-794237_ses-20250403T103830,1,51,RF mapping,309,210.12274206070776,1.470569044405127,Intermediate
794237,sub-794237_ses-20250403T103830,1,52,Blank,1,1.999930919532744,0.5000172707133484,Low SNR
794237,sub-794237_ses-20250403T103830,1,52,Control (random ori),127,59.88293155810919,2.1208046549418134,Low SNR
794237,sub-794237_ses-20250403T103830,1,52,Inter-stimulus,1232,1440.36024790208,0.8553415729116643,Low SNR
794237,sub-794237_ses-20250403T103830,1,52,Oddball deviant,6,5.584807092795188,1.074343285328591,Low SNR
794237,sub-794237_ses-20250403T103830,1,52,Oddball standard,442,232.07198390257963,1.904581468935712,Low SNR
794237,sub-794237_ses-20250403T103830,1,52,RF mapping,225,210.2377380885809,1.0702169936074903,Low SNR
794237,sub-794237_ses-20250403T103830,1,53,Control (random ori),68,59.88293155810919,1.135548949102703,Low SNR
794237,sub-794237_ses-20250403T103830,1,53,Inter-stimulus,1303,1440.0702579187478,0.9048169648911104,Low SNR
794237,sub-794237_ses-20250403T103830,1,53,Oddball deviant,27,5.584807092795188,4.83454478397866,Low SNR
794237,sub-794237_ses-20250403T103830,1,53,Oddball standard,351,232.07198390257963,1.5124617547430654,Low SNR
794237,sub-794237_ses-20250403T103830,1,53,RF mapping,214,210.11774223340893,1.0184765823453332,Low SNR
794237,sub-794237_ses-20250403T103830,1,54,Blank,5,1.999930919532744,2.500086353566742,Intermediate
794237,sub-794237_ses-20250403T103830,1,54,Control (random ori),56,59.88293155810919,0.9351579580845792,Intermediate
794237,sub-794237_ses-20250403T103830,1,54,Inter-stimulus,2176,1440.36024790208,1.5107331677400826,Intermediate
794237,sub-794237_ses-20250403T103830,1,54,Oddball deviant,7,5.584807092795188,1.253400499550023,Intermediate
794237,sub-794237_ses-20250403T103830,1,54,Oddball standard,220,232.07198390257963,0.9479817266195852,Intermediate
794237,sub-794237_ses-20250403T103830,1,54,RF mapping,306,210.2377380885809,1.4554951113061867,Intermediate
794237,sub-794237_ses-20250403T103830,1,55,Control (random ori),47,59.88293155810919,0.7848647148209861,Low SNR
794237,sub-794237_ses-20250403T103830,1,55,Inter-stimulus,872,1440.36024790208,0.6054041003076066,Low SNR
794237,sub-794237_ses-20250403T103830,1,55,Oddball deviant,2,5.584807092795188,0.3581144284428637,Low SNR
794237,sub-794237_ses-20250403T103830,1,55,Oddball standard,152,232.07198390257963,0.6549691929371679,Low SNR
794237,sub-794237_ses-20250403T103830,1,55,RF mapping,128,210.2377380885809,0.6088345563633722,Low SNR
794237,sub-794237_ses-20250403T103830,1,56,Blank,4,1.999930919532744,2.000069082853394,Low SNR
794237,sub-794237_ses-20250403T103830,1,56,Control (random ori),204,59.88293155810919,3.4066468473081097,Low SNR
794237,sub-794237_ses-20250403T103830,1,56,Inter-stimulus,747,1440.36024790208,0.5186202556534198,Low SNR
794237,sub-794237_ses-20250403T103830,1,56,Oddball deviant,23,5.584807092795188,4.118315927092932,Low SNR
794237,sub-794237_ses-20250403T103830,1,56,Oddball standard,1062,232.07198390257963,4.5761663348636334,Low SNR
794237,sub-794237_ses-20250403T103830,1,56,RF mapping,158,210.2377380885809,0.7515301555110376,Low SNR
794237,sub-794237_ses-20250403T103830,1,57,Blank,2,1.999930919532744,1.000034541426697,High SNR
794237,sub-794237_ses-20250403T103830,1,57,Control (random ori),164,59.88293155810919,2.738676877247696,High SNR
794237,sub-794237_ses-20250403T103830,1,57,Inter-stimulus,1462,1440.36024790208,1.015023847075368,High SNR
794237,sub-794237_ses-20250403T103830,1,57,Oddball deviant,17,5.584807092795188,3.0439726417643413,High SNR
794237,sub-794237_ses-20250403T103830,1,57,Oddball standard,1080,232.07198390257963,4.653728476132509,High SNR
794237,sub-794237_ses-20250403T103830,1,57,RF mapping,305,210.2377380885809,1.450738591334598,High SNR
794237,sub-794237_ses-20250403T103830,1,58,Blank,2,1.999930919532744,1.000034541426697,Intermediate
794237,sub-794237_ses-20250403T103830,1,58,Control (random ori),71,59.88293155810919,1.1856466968572343,Intermediate
794237,sub-794237_ses-20250403T103830,1,58,Inter-stimulus,1279,1440.36024790208,0.8879722985016386,Intermediate
794237,sub-794237_ses-20250403T103830,1,58,Oddball deviant,22,5.584807092795188,3.9392587128715006,Intermediate
794237,sub-794237_ses-20250403T103830,1,58,Oddball standard,643,232.07198390257963,2.770692046438151,Intermediate
794237,sub-794237_ses-20250403T103830,1,58,RF mapping,213,210.2377380885809,1.0131387539484242,Intermediate
794237,sub-794237_ses-20250403T103830,1,59,Control (random ori),239,59.88293155810919,3.991120571110972,Low SNR
794237,sub-794237_ses-20250403T103830,1,59,Inter-stimulus,1055,1440.36024790208,0.732455648881336,Low SNR
794237,sub-794237_ses-20250403T103830,1,59,Oddball deviant,38,5.584807092795188,6.8041741404144105,Low SNR
794237,sub-794237_ses-20250403T103830,1,59,Oddball standard,293,232.07198390257963,1.2625392995433564,Low SNR
794237,sub-794237_ses-20250403T103830,1,59,RF mapping,266,210.2377380885809,1.265234312442633,Low SNR
794237,sub-794237_ses-20250403T103830,1,60,Blank,6,1.999930919532744,3.0001036242800905,Low SNR
794237,sub-794237_ses-20250403T103830,1,60,Control (random ori),201,59.88293155810919,3.356549099553579,Low SNR
794237,sub-794237_ses-20250403T103830,1,60,Inter-stimulus,2284,1440.36024790208,1.5857144095212998,Low SNR
794237,sub-794237_ses-20250403T103830,1,60,Oddball deviant,15,5.584807092795188,2.685858213321478,Low SNR
794237,sub-794237_ses-20250403T103830,1,60,Oddball standard,939,232.07198390257963,4.04615836952632,Low SNR
794237,sub-794237_ses-20250403T103830,1,60,RF mapping,197,210.2377380885809,0.9370344344030026,Low SNR
794237,sub-794237_ses-20250403T103830,1,61,Blank,1,1.999930919532744,0.5000172707133484,Low SNR
794237,sub-794237_ses-20250403T103830,1,61,Control (random ori),109,59.88293155810919,1.8202181684146272,Low SNR
794237,sub-794237_ses-20250403T103830,1,61,Inter-stimulus,1116,1440.36024790208,0.774806165072579,Low SNR
794237,sub-794237_ses-20250403T103830,1,61,Oddball deviant,12,5.584807092795188,2.148686570657182,Low SNR
794237,sub-794237_ses-20250403T103830,1,61,Oddball standard,300,232.07198390257963,1.2927023544812524,Low SNR
794237,sub-794237_ses-20250403T103830,1,61,RF mapping,207,210.2377380885809,0.9845996341188912,Low SNR
794237,sub-794237_ses-20250403T103830,1,62,Control (random ori),72,59.88293155810919,1.202345946108745,Low SNR
794237,sub-794237_ses-20250403T103830,1,62,Inter-stimulus,877,1440.36024790208,0.6088754540937741,Low SNR
794237,sub-794237_ses-20250403T103830,1,62,Oddball deviant,11,5.584807092795188,1.9696293564357503,Low SNR
794237,sub-794237_ses-20250403T103830,1,62,Oddball standard,199,232.07198390257963,0.8574925618058974,Low SNR
794237,sub-794237_ses-20250403T103830,1,62,RF mapping,251,210.2377380885809,1.1938865128688003,Low SNR
794237,sub-794237_ses-20250403T103830,1,63,Blank,7,1.999930919532744,3.5001208949934397,Low SNR
794237,sub-794237_ses-20250403T103830,1,63,Control (random ori),88,59.88293155810919,1.46953393413291,Low SNR
794237,sub-794237_ses-20250403T103830,1,63,Inter-stimulus,1760,1440.36024790208,1.2219165327309491,Low SNR
794237,sub-794237_ses-20250403T103830,1,63,Oddball deviant,11,5.584807092795188,1.9696293564357503,Low SNR
794237,sub-794237_ses-20250403T103830,1,63,Oddball standard,150,232.07198390257963,0.6463511772406262,Low SNR
794237,sub-794237_ses-20250403T103830,1,63,RF mapping,411,210.2377380885809,1.9549297083230155,Low SNR
794237,sub-794237_ses-20250403T103830,1,64,Blank,2,1.999930919532744,1.000034541426697,Low SNR
794237,sub-794237_ses-20250403T103830,1,64,Control (random ori),75,59.88293155810919,1.2524436938632757,Low SNR
794237,sub-794237_ses-20250403T103830,1,64,Inter-stimulus,1347,1440.36024790208,0.9351827099935162,Low SNR
794237,sub-794237_ses-20250403T103830,1,64,Oddball deviant,8,5.584807092795188,1.4324577137714547,Low SNR
794237,sub-794237_ses-20250403T103830,1,64,Oddball standard,235,232.07198390257963,1.0126168443436476,Low SNR
794237,sub-794237_ses-20250403T103830,1,64,RF mapping,244,210.2377380885809,1.1605908730676784,Low SNR
794237,sub-794237_ses-20250403T103830,1,65,Control (random ori),194,59.88293155810919,3.2396543547930063,Low SNR
794237,sub-794237_ses-20250403T103830,1,65,Inter-stimulus,1253,1440.36024790208,0.8699212588135677,Low SNR
794237,sub-794237_ses-20250403T103830,1,65,Oddball deviant,36,5.584807092795188,6.446059711971547,Low SNR
794237,sub-794237_ses-20250403T103830,1,65,Oddball standard,405,232.07198390257963,1.7451481785496907,Low SNR
794237,sub-794237_ses-20250403T103830,1,65,RF mapping,313,210.2377380885809,1.4887907511073086,Low SNR
794237,sub-794237_ses-20250403T103830,1,66,Control (random ori),185,59.88293155810919,3.089361111529413,Low SNR
794237,sub-794237_ses-20250403T103830,1,66,Inter-stimulus,817,1440.36024790208,0.5672192086597644,Low SNR
794237,sub-794237_ses-20250403T103830,1,66,Oddball deviant,33,5.584807092795188,5.908888069307251,Low SNR
794237,sub-794237_ses-20250403T103830,1,66,Oddball standard,377,232.07198390257963,1.6244959587981072,Low SNR
794237,sub-794237_ses-20250403T103830,1,66,RF mapping,208,210.2377380885809,0.98935615409048,Low SNR
794237,sub-794237_ses-20250403T103830,1,67,Blank,2,1.999930919532744,1.000034541426697,Low SNR
794237,sub-794237_ses-20250403T103830,1,67,Control (random ori),69,59.88293155810919,1.1522481983542137,Low SNR
794237,sub-794237_ses-20250403T103830,1,67,Inter-stimulus,1617,1440.2052532558162,1.122756632323421,Low SNR
794237,sub-794237_ses-20250403T103830,1,67,Oddball deviant,5,5.584807092795188,0.8952860711071592,Low SNR
794237,sub-794237_ses-20250403T103830,1,67,Oddball standard,352,232.07198390257963,1.5167707625913365,Low SNR
794237,sub-794237_ses-20250403T103830,1,67,RF mapping,265,210.2377380885809,1.2604777924710442,Low SNR
794237,sub-794237_ses-20250403T103830,1,68,Blank,4,1.999930919532744,2.000069082853394,Low SNR
794237,sub-794237_ses-20250403T103830,1,68,Control (random ori),107,59.88293155810919,1.7868196699116066,Low SNR
794237,sub-794237_ses-20250403T103830,1,68,Inter-stimulus,1386,1440.36024790208,0.9622592695256224,Low SNR
794237,sub-794237_ses-20250403T103830,1,68,Oddball deviant,16,5.584807092795188,2.8649154275429094,Low SNR
794237,sub-794237_ses-20250403T103830,1,68,Oddball standard,305,232.07198390257963,1.314247393722607,Low SNR
794237,sub-794237_ses-20250403T103830,1,68,RF mapping,260,210.2377380885809,1.2366951926130998,Low SNR
794237,sub-794237_ses-20250403T103830,1,69,Blank,4,1.999930919532744,2.000069082853394,Low SNR
794237,sub-794237_ses-20250403T103830,1,69,Control (random ori),49,59.88293155810919,0.8182632133240068,Low SNR
794237,sub-794237_ses-20250403T103830,1,69,Inter-stimulus,1231,1440.36024790208,0.8546473021544309,Low SNR
794237,sub-794237_ses-20250403T103830,1,69,Oddball deviant,4,5.584807092795188,0.7162288568857273,Low SNR
794237,sub-794237_ses-20250403T103830,1,69,Oddball standard,371,232.07198390257963,1.5986419117084822,Low SNR
794237,sub-794237_ses-20250403T103830,1,69,RF mapping,192,210.2377380885809,0.9132518345450584,Low SNR
794237,sub-794237_ses-20250403T103830,1,70,Blank,3,1.999930919532744,1.5000518121400452,Intermediate
794237,sub-794237_ses-20250403T103830,1,70,Control (random ori),207,59.88293155810919,3.456744595062641,Intermediate
794237,sub-794237_ses-20250403T103830,1,70,Inter-stimulus,1247,1440.36024790208,0.8657556342701668,Intermediate
794237,sub-794237_ses-20250403T103830,1,70,Oddball deviant,20,5.584807092795188,3.5811442844286367,Intermediate
794237,sub-794237_ses-20250403T103830,1,70,Oddball standard,193,232.07198390257963,0.8316385147162724,Intermediate
794237,sub-794237_ses-20250403T103830,1,70,RF mapping,459,210.2377380885809,2.18324266695928,Intermediate
794237,sub-794237_ses-20250403T103830,1,71,Control (random ori),64,59.88293155810919,1.068751952096662,Low SNR
794237,sub-794237_ses-20250403T103830,1,71,Inter-stimulus,984,1440.36024790208,0.6831624251177579,Low SNR
794237,sub-794237_ses-20250403T103830,1,71,Oddball deviant,11,5.584807092795188,1.9696293564357503,Low SNR
794237,sub-794237_ses-20250403T103830,1,71,Oddball standard,223,232.07198390257963,0.9609087501643976,Low SNR
794237,sub-794237_ses-20250403T103830,1,71,RF mapping,175,210.2377380885809,0.832390995028048,Low SNR
794237,sub-794237_ses-20250403T103830,1,72,Blank,7,1.999930919532744,3.5001208949934397,Low SNR
794237,sub-794237_ses-20250403T103830,1,72,Control (random ori),120,59.88293155810919,2.003909910181241,Low SNR
794237,sub-794237_ses-20250403T103830,1,72,Inter-stimulus,1323,1440.36024790208,0.9185202118199124,Low SNR
794237,sub-794237_ses-20250403T103830,1,72,Oddball deviant,13,5.584807092795188,2.327743784878614,Low SNR
794237,sub-794237_ses-20250403T103830,1,72,Oddball standard,271,232.07198390257963,1.167741126881398,Low SNR
794237,sub-794237_ses-20250403T103830,1,72,RF mapping,320,210.2377380885809,1.5220863909084306,Low SNR
794237,sub-794237_ses-20250403T103830,1,73,Control (random ori),108,59.88293155810919,1.803518919163117,Low SNR
794237,sub-794237_ses-20250403T103830,1,73,Inter-stimulus,1018,1440.36024790208,0.7067676308636966,Low SNR
794237,sub-794237_ses-20250403T103830,1,73,Oddball deviant,31,5.584807092795188,5.550773640864387,Low SNR
794237,sub-794237_ses-20250403T103830,1,73,Oddball standard,772,232.07198390257963,3.326554058865089,Low SNR
794237,sub-794237_ses-20250403T103830,1,73,RF mapping,295,210.2377380885809,1.4031733916187097,Low SNR
794237,sub-794237_ses-20250403T103830,1,74,Blank,2,1.999930919532744,1.000034541426697,Low SNR
794237,sub-794237_ses-20250403T103830,1,74,Control (random ori),48,59.88293155810919,0.8015639640724964,Low SNR
794237,sub-794237_ses-20250403T103830,1,74,Inter-stimulus,912,1440.36024790208,0.6331749305969463,Low SNR
794237,sub-794237_ses-20250403T103830,1,74,Oddball deviant,2,5.584807092795188,0.3581144284428637,Low SNR
794237,sub-794237_ses-20250403T103830,1,74,Oddball standard,547,232.07198390257963,2.3570272930041503,Low SNR
794237,sub-794237_ses-20250403T103830,1,74,RF mapping,148,210.2377380885809,0.7039649557951492,Low SNR
794237,sub-794237_ses-20250403T103830,1,75,Blank,2,1.999930919532744,1.000034541426697,Low SNR
794237,sub-794237_ses-20250403T103830,1,75,Control (random ori),83,59.88293155810919,1.3860376878753584,Low SNR
794237,sub-794237_ses-20250403T103830,1,75,Inter-stimulus,701,1440.36024790208,0.4866838008206791,Low SNR
794237,sub-794237_ses-20250403T103830,1,75,Oddball deviant,6,5.584807092795188,1.074343285328591,Low SNR
794237,sub-794237_ses-20250403T103830,1,75,Oddball standard,368,232.07198390257963,1.5857148881636696,Low SNR
794237,sub-794237_ses-20250403T103830,1,75,RF mapping,141,210.2377380885809,0.6706693159940272,Low SNR
794237,sub-794237_ses-20250403T103830,1,76,Blank,5,1.999930919532744,2.500086353566742,Intermediate
794237,sub-794237_ses-20250403T103830,1,76,Control (random ori),63,59.88293155810919,1.0520527028451516,Intermediate
794237,sub-794237_ses-20250403T103830,1,76,Inter-stimulus,1761,1440.36024790208,1.2226108034881826,Intermediate
794237,sub-794237_ses-20250403T103830,1,76,Oddball deviant,6,5.584807092795188,1.074343285328591,Intermediate
794237,sub-794237_ses-20250403T103830,1,76,Oddball standard,201,232.07198390257963,0.8661105775024391,Intermediate
794237,sub-794237_ses-20250403T103830,1,76,RF mapping,347,210.2377380885809,1.6505124301413294,Intermediate
794237,sub-794237_ses-20250403T103830,1,77,Blank,3,1.999930919532744,1.5000518121400452,Low SNR
794237,sub-794237_ses-20250403T103830,1,77,Control (random ori),37,59.88293155810919,0.6178722223058827,Low SNR
794237,sub-794237_ses-20250403T103830,1,77,Inter-stimulus,1287,1440.36024790208,0.8935264645595065,Low SNR
794237,sub-794237_ses-20250403T103830,1,77,Oddball deviant,2,5.584807092795188,0.3581144284428637,Low SNR
794237,sub-794237_ses-20250403T103830,1,77,Oddball standard,171,232.07198390257963,0.7368403420543139,Low SNR
794237,sub-794237_ses-20250403T103830,1,77,RF mapping,273,210.2377380885809,1.2985299522437548,Low SNR
794237,sub-794237_ses-20250403T103830,1,78,Control (random ori),108,59.88293155810919,1.803518919163117,Low SNR
794237,sub-794237_ses-20250403T103830,1,78,Inter-stimulus,1255,1440.0502586095524,0.8714973609405628,Low SNR
794237,sub-794237_ses-20250403T103830,1,78,Oddball deviant,11,5.584807092795188,1.9696293564357503,Low SNR
794237,sub-794237_ses-20250403T103830,1,78,Oddball standard,544,232.07198390257963,2.3441002694593376,Low SNR
794237,sub-794237_ses-20250403T103830,1,78,RF mapping,163,210.11774223340893,0.775755527674249,Low SNR
794237,sub-794237_ses-20250403T103830,1,79,Blank,4,1.999930919532744,2.000069082853394,Low SNR
794237,sub-794237_ses-20250403T103830,1,79,Control (random ori),190,59.88293155810919,3.172857357786965,Low SNR
794237,sub-794237_ses-20250403T103830,1,79,Inter-stimulus,1382,1440.36024790208,0.9594821864966884,Low SNR
794237,sub-794237_ses-20250403T103830,1,79,Oddball deviant,16,5.584807092795188,2.8649154275429094,Low SNR
794237,sub-794237_ses-20250403T103830,1,79,Oddball standard,234,232.07198390257963,1.0083078364953768,Low SNR
794237,sub-794237_ses-20250403T103830,1,79,RF mapping,245,210.2377380885809,1.1653473930392673,Low SNR
794237,sub-794237_ses-20250403T103830,1,80,Blank,4,1.999930919532744,2.000069082853394,Low SNR
794237,sub-794237_ses-20250403T103830,1,80,Control (random ori),44,59.88293155810919,0.7347669670664551,Low SNR
794237,sub-794237_ses-20250403T103830,1,80,Inter-stimulus,1227,1440.36024790208,0.8518702191254969,Low SNR
794237,sub-794237_ses-20250403T103830,1,80,Oddball deviant,9,5.584807092795188,1.6115149279928866,Low SNR
794237,sub-794237_ses-20250403T103830,1,80,Oddball standard,180,232.07198390257963,0.7756214126887514,Low SNR
794237,sub-794237_ses-20250403T103830,1,80,RF mapping,247,210.2377380885809,1.1748604329824448,Low SNR
794237,sub-794237_ses-20250403T103830,1,81,Blank,5,1.999930919532744,2.500086353566742,High SNR
794237,sub-794237_ses-20250403T103830,1,81,Control (random ori),256,59.88293155810919,4.275007808386648,High SNR
794237,sub-794237_ses-20250403T103830,1,81,Inter-stimulus,1682,1440.36024790208,1.1677634136667363,High SNR
794237,sub-794237_ses-20250403T103830,1,81,Oddball deviant,29,5.584807092795188,5.192659212421524,High SNR
794237,sub-794237_ses-20250403T103830,1,81,Oddball standard,785,232.07198390257963,3.3825711608926103,High SNR
794237,sub-794237_ses-20250403T103830,1,81,RF mapping,451,210.2377380885809,2.1451905071865696,High SNR
794237,sub-794237_ses-20250403T103830,1,82,Blank,8,1.999930919532744,4.000138165706788,Low SNR
794237,sub-794237_ses-20250403T103830,1,82,Control (random ori),62,59.88293155810919,1.0353534535936413,Low SNR
794237,sub-794237_ses-20250403T103830,1,82,Inter-stimulus,1971,1440.36024790208,1.3684076625072163,Low SNR
794237,sub-794237_ses-20250403T103830,1,82,Oddball deviant,10,5.584807092795188,1.7905721422143184,Low SNR
794237,sub-794237_ses-20250403T103830,1,82,Oddball standard,191,232.07198390257963,0.8230204990197307,Low SNR
794237,sub-794237_ses-20250403T103830,1,82,RF mapping,402,210.2377380885809,1.912121028578716,Low SNR
794237,sub-794237_ses-20250403T103830,1,83,Blank,2,1.999930919532744,1.000034541426697,Low SNR
794237,sub-794237_ses-20250403T103830,1,83,Control (random ori),82,59.88293155810919,1.369338438623848,Low SNR
794237,sub-794237_ses-20250403T103830,1,83,Inter-stimulus,1011,1440.36024790208,0.7019077355630622,Low SNR
794237,sub-794237_ses-20250403T103830,1,83,Oddball deviant,16,5.584807092795188,2.8649154275429094,Low SNR
794237,sub-794237_ses-20250403T103830,1,83,Oddball standard,281,232.07198390257963,1.2108312053641064,Low SNR
794237,sub-794237_ses-20250403T103830,1,83,RF mapping,261,210.2377380885809,1.241451712584689,Low SNR
794237,sub-794237_ses-20250403T103830,1,84,Control (random ori),139,59.88293155810919,2.321195645959937,Low SNR
794237,sub-794237_ses-20250403T103830,1,84,Inter-stimulus,1124,1440.36024790208,0.780360331130447,Low SNR
794237,sub-794237_ses-20250403T103830,1,84,Oddball deviant,11,5.584807092795188,1.9696293564357503,Low SNR
794237,sub-794237_ses-20250403T103830,1,84,Oddball standard,172,232.07198390257963,0.7411493499025847,Low SNR
794237,sub-794237_ses-20250403T103830,1,84,RF mapping,187,210.2377380885809,0.8894692346871141,Low SNR
794237,sub-794237_ses-20250403T103830,1,85,Blank,5,1.999930919532744,2.500086353566742,Intermediate
794237,sub-794237_ses-20250403T103830,1,85,Control (random ori),107,59.88293155810919,1.7868196699116066,Intermediate
794237,sub-794237_ses-20250403T103830,1,85,Inter-stimulus,1765,1440.36024790208,1.2253878865171166,Intermediate
794237,sub-794237_ses-20250403T103830,1,85,Oddball deviant,27,5.584807092795188,4.83454478397866,Intermediate
794237,sub-794237_ses-20250403T103830,1,85,Oddball standard,307,232.07198390257963,1.3228654094191483,Intermediate
794237,sub-794237_ses-20250403T103830,1,85,RF mapping,540,210.2377380885809,2.5685207846579767,Intermediate
794237,sub-794237_ses-20250403T103830,1,86,Control (random ori),208,59.88293155810919,3.473443844314151,Intermediate
794237,sub-794237_ses-20250403T103830,1,86,Inter-stimulus,1648,1440.36024790208,1.1441582079207977,Intermediate
794237,sub-794237_ses-20250403T103830,1,86,Oddball deviant,27,5.584807092795188,4.83454478397866,Intermediate
794237,sub-794237_ses-20250403T103830,1,86,Oddball standard,268,232.07198390257963,1.1548141033365855,Intermediate
794237,sub-794237_ses-20250403T103830,1,86,RF mapping,196,210.2377380885809,0.9322779144314136,Intermediate
794237,sub-794237_ses-20250403T103830,1,87,Control (random ori),98,59.72793691184541,1.6407732305343428,Low SNR
