subject,session,dmd,roi,context,n_events,seconds,rate_hz,quality_class
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,4,RF mapping,225,119.2049351479618,1.887505745636464,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,5,Blank,70,60.56996704762423,1.1556882628805334,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,5,Control (random ori),1261,1122.7593891760043,1.1231257668888883,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,5,Inter-stimulus,2227,1725.7190611429105,1.2904765614196212,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,5,Oddball deviant,27,21.39998835758888,1.261682929393989,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,5,Oddball standard,596,445.5847575848711,1.3375681951743583,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,5,RF mapping,122,119.36493506091574,1.0220757037042705,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,6,Blank,91,60.56996704762423,1.5023947417446937,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,6,Control (random ori),1782,1122.7593891760043,1.5871610758096744,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,6,Inter-stimulus,1552,1725.549061235397,0.899423861578792,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,6,Oddball deviant,12,21.39998835758888,0.5607479686195507,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,6,Oddball standard,227,445.5847575848711,0.5094429199741264,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,6,RF mapping,154,118.93993529213184,1.294771176911742,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,7,Blank,127,60.56996704762423,2.096748705511825,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,7,Control (random ori),1790,1122.1993894806656,1.595081958499711,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,7,Inter-stimulus,2758,1725.6040612054749,1.598280893053365,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,7,Oddball deviant,34,21.39998835758888,1.588785911088727,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,7,Oddball standard,706,445.41975767463737,1.5850217414821253,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,7,RF mapping,172,119.26993511259934,1.4421069302806253,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,8,Blank,73,60.56996704762423,1.2052177598611278,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,8,Control (random ori),1383,1122.7593891760043,1.2317866261755217,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,8,Inter-stimulus,2260,1725.7190611429105,1.309599025059876,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,8,Oddball deviant,32,21.39998835758888,1.4953279163188018,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,8,Oddball standard,556,445.5847575848711,1.247798517645878,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,8,RF mapping,136,119.4949349901908,1.1381235531963263,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,9,Blank,19,60.56996704762423,0.3136868142104305,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,9,Control (random ori),520,1122.7593891760043,0.4631446461397479,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,9,Inter-stimulus,691,1725.7190611429105,0.4004127992550328,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,9,Oddball deviant,7,21.39998835758888,0.3271029816947379,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,9,Oddball standard,251,445.5847575848711,0.5633047264912147,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,9,RF mapping,97,119.36493506091574,0.81263396114192,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,10,Blank,47,60.56996704762423,0.7759621193626439,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,10,Control (random ori),665,1122.7593891760043,0.5922907493902545,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,10,Inter-stimulus,995,1725.7190611429105,0.576571252183441,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,10,Oddball deviant,9,21.39998835758888,0.420560976464663,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,10,Oddball standard,186,445.5847575848711,0.417429000507434,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,10,RF mapping,72,119.36493506091574,0.6031922185795694,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,11,Blank,18,60.56996704762423,0.2971769818835657,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,11,Control (random ori),377,1122.7593891760043,0.3357798684513172,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,11,Inter-stimulus,439,1725.7190611429105,0.2543867132749051,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,11,Oddball deviant,6,21.39998835758888,0.2803739843097753,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,11,Oddball standard,68,445.5847575848711,0.1526084517984167,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,11,RF mapping,24,119.4949349901908,0.2008453329169987,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,12,Blank,32,60.56996704762423,0.5283146344596724,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,12,Control (random ori),831,1122.7593891760043,0.7401407710425586,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,12,Inter-stimulus,1050,1725.5890612136354,0.6084878628411782,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,12,Oddball deviant,9,21.39998835758888,0.420560976464663,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,12,Oddball standard,199,445.5847575848711,0.4466041457041901,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,12,RF mapping,131,119.22493513708103,1.0987634411323466,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,13,Blank,46,60.56996704762423,0.7594522870357792,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,13,Control (random ori),725,1122.7593891760043,0.6457305162525331,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,13,Inter-stimulus,825,1725.6690611701124,0.4780754424840867,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,13,Oddball deviant,5,21.39998835758888,0.2336449869248127,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,13,Oddball standard,141,445.5847575848711,0.3164381132878935,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,13,RF mapping,146,118.92493530029242,1.2276651623256425,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,14,Blank,28,60.56996704762423,0.4622753051522134,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,14,Control (random ori),721,1122.7593891760043,0.6421678651283812,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,14,Inter-stimulus,1288,1725.7190611429105,0.7463555505650974,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,14,Oddball deviant,12,21.39998835758888,0.5607479686195507,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,14,Oddball standard,181,445.5847575848711,0.4062077908163739,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,14,RF mapping,80,119.4949349901908,0.6694844430566625,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,15,Blank,45,60.56996704762423,0.7429424547089143,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,15,Control (random ori),997,1122.7593891760043,0.8879907926948628,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,15,Inter-stimulus,1746,1725.7190611429105,1.011752167148028,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,15,Oddball deviant,20,21.39998835758888,0.9345799476992512,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,15,Oddball standard,473,445.5847575848711,1.061526436774281,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,15,RF mapping,69,119.4949349901908,0.5774303321363715,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,16,Blank,41,60.56996704762423,0.6769031254014553,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,16,Control (random ori),754,1122.7593891760043,0.6715597369026344,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,16,Inter-stimulus,1150,1725.6990611537913,0.6663966075470409,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,16,Oddball deviant,12,21.39998835758888,0.5607479686195507,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,16,Oddball standard,406,445.5847575848711,0.9111622269140762,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,16,RF mapping,35,119.25493512075992,0.2934889022794596,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,17,Blank,31,60.56996704762423,0.5118048021328077,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,17,Control (random ori),523,1122.7593891760043,0.4658166344828618,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,17,Inter-stimulus,860,1725.6690611701124,0.4983574309531086,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,17,Oddball deviant,9,21.39998835758888,0.420560976464663,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,17,Oddball standard,213,445.5847575848711,0.4780235328391582,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,17,RF mapping,101,118.92493530029242,0.8492752150334922,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,18,Blank,39,60.56996704762423,0.6438834607477257,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,18,Control (random ori),764,1122.7593891760043,0.6804663647130141,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,18,Inter-stimulus,1695,1725.6690611701124,0.9822277272854872,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,18,Oddball deviant,15,21.39998835758888,0.7009349607744384,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,18,Oddball standard,379,445.5847575848711,0.8505676945823519,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,18,RF mapping,99,119.07993521596654,0.8313743186075048,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,19,Blank,33,60.56996704762423,0.5448244667865372,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,19,Control (random ori),748,1122.7593891760043,0.6662157602164066,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,19,Inter-stimulus,973,1725.7190611429105,0.5638229430899377,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,19,Oddball deviant,14,21.39998835758888,0.6542059633894758,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,19,Oddball standard,212,445.5847575848711,0.4757792909009462,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,19,RF mapping,144,119.4949349901908,1.2050719975019926,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,20,Blank,35,60.56996704762423,0.5778441314402667,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,20,Control (random ori),580,1122.7593891760043,0.5165844130020265,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,20,Inter-stimulus,857,1725.7190611429105,0.4966045860514662,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,20,Oddball deviant,13,21.39998835758888,0.6074769660045133,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,20,Oddball standard,175,445.5847575848711,0.3927423391871018,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,20,RF mapping,112,119.4949349901908,0.9372782202793276,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,21,Blank,51,60.56996704762423,0.842001448670103,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,21,Control (random ori),951,1122.4043893691378,0.8472882046857658,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,21,Inter-stimulus,1415,1725.6340611891535,0.8199884505205627,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,21,Oddball deviant,13,21.39998835758888,0.6074769660045133,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,21,Oddball standard,379,445.5847575848711,0.8505676945823519,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,1,21,RF mapping,76,119.4949349901908,0.6360102209038294,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,0,Blank,128,61.70496643014121,2.0743873209122348,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,0,Control (random ori),2362,1126.0343873942802,2.0976268810634,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,0,Inter-stimulus,1910,1779.4340319199146,1.073374997745329,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,0,Oddball deviant,59,22.229987906037422,2.6540725190397536,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,0,Oddball standard,1292,480.2497387257972,2.690266950332853,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,0,RF mapping,212,327.68982172421966,0.6469532647810373,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,1,Blank,117,61.68496644102197,1.896734435478143,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,1,Control (random ori),2186,1124.4893882348188,1.9439934452663008,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,1,Inter-stimulus,1824,1776.9890332500872,1.0264554062350797,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,1,Oddball deviant,59,22.2199879114778,2.6552669711185293,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,1,Oddball standard,1203,479.5847390875824,2.508420101708671,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,1,RF mapping,306,327.68982172421966,0.9338099010518748,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,2,Blank,67,61.739966411099886,1.0851965735432347,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,2,Control (random ori),1657,1126.0343873942802,1.4715358771896925,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,2,Inter-stimulus,2671,1779.959031634295,1.5005963353817102,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,2,Oddball deviant,33,22.229987906037422,1.484481239462913,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,2,Oddball standard,750,480.2497387257972,1.561687471168452,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,2,RF mapping,712,327.68982172421966,2.172786436434427,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,3,Blank,15,61.739966411099886,0.2429544567634107,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,3,Control (random ori),349,1126.0343873942802,0.3099372487261331,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,3,Inter-stimulus,419,1780.264031468363,0.2353583471853939,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,3,Oddball deviant,3,22.284987876115338,0.1346197725875968,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,3,Oddball standard,84,480.2847387067559,0.174896250557916,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,3,RF mapping,116,327.68982172421966,0.3539932958235864,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,4,Blank,45,61.70496643014121,0.7292767925082074,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,4,Control (random ori),1111,1125.424387726143,0.9871831569642036,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,4,Inter-stimulus,2229,1779.0940321048874,1.2528848727365007,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,4,Oddball deviant,23,22.22498790875761,1.0348712041790131,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,4,Oddball standard,230,480.1597387747606,0.4790072582655483,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,4,RF mapping,247,327.68982172421966,0.7537615867967746,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,5,Blank,55,61.68496644102197,0.8916272987290416,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,5,Control (random ori),1199,1124.5543881994563,1.0662000989740834,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,5,Inter-stimulus,1031,1777.1740331494402,0.580134517367948,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,5,Oddball deviant,23,22.2199879114778,1.0351040734868844,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,5,Oddball standard,591,479.5847390875824,1.232316109816978,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,5,RF mapping,155,327.68982172421966,0.4730082832125509,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,6,Blank,57,61.739966411099886,0.9232269357009608,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,6,Control (random ori),975,1126.0343873942802,0.8658705372721485,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,6,Inter-stimulus,1494,1779.924031653336,0.839361665684267,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,6,Oddball deviant,19,22.284987876115338,0.8525918930547801,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,6,Oddball standard,363,480.2847387067559,0.7558016541967085,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,6,RF mapping,328,327.68982172421966,1.0009465606046235,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,7,Blank,11,61.739966411099886,0.1781666016265012,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,7,Control (random ori),381,1126.0243873997206,0.3383585686628216,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,7,Inter-stimulus,536,1779.7490317485426,0.3011660579319986,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,7,Oddball deviant,5,22.234987903317236,0.2248708216861251,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,7,Oddball standard,96,480.2847387067559,0.1998814292090468,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,7,RF mapping,153,327.68982172421966,0.4669049505259373,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,8,Blank,22,61.739966411099886,0.3563332032530024,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,8,Control (random ori),621,1126.0343873942802,0.5514929268164146,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,8,Inter-stimulus,1165,1779.959031634295,0.6545094461698586,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,8,Oddball deviant,10,22.229987906037422,0.4498427998372464,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,8,Oddball standard,383,480.2497387257972,0.7975017352766894,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,8,RF mapping,199,327.68982172421966,0.6072816023180492,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,9,Blank,12,61.739966411099886,0.1943635654107286,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,9,Control (random ori),530,1126.0343873942802,0.4706783433376807,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,9,Inter-stimulus,528,1780.2290314874044,0.2965910512979609,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,9,Oddball deviant,13,22.234987903317236,0.5846641363839254,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,9,Oddball standard,166,480.2847387067559,0.3456283046739768,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,9,RF mapping,112,327.68982172421966,0.3417866304503593,Low SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,10,Blank,44,61.739966411099886,0.7126664065060049,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,10,Control (random ori),841,1126.0343873942802,0.7468688429188481,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,10,Inter-stimulus,917,1780.0990315581294,0.5151398791545577,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,10,Oddball deviant,6,22.234987903317236,0.2698449860233502,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,10,Oddball standard,248,480.2647387176367,0.5163818619334603,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,10,RF mapping,201,327.68982172421966,0.6133849350046627,Intermediate
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,11,Blank,28,61.739966411099886,0.4535149859583667,High SNR
776270,sub-776270_ses-SLAP2-776270-2025-07-02-11-50-06,2,11,Control (random ori),615,1126.0343873942802,0.5461644927408936,High SNR
